Ticker,Ticker,Name,Sector,Industry,Location,Exchange,DataType,Beta,P/E,Price,Market cap,52_High,52_low,Last Cash Flow
CNA,CNA,CNA FINANCIAL CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.6534,11.877,38.715,10486124224,44.67,34.9375,2502
TFSL,TFSL,TFS FINANCIAL CORP,Financials,Banking Services,United States,NASDAQ,,0.4972,43.9893,12.585,3527941723,15.7,11.05,36
UI,UI,UBIQUITI INC,Information Technology,Communications & Networking,United States,New York Stock Exchange Inc.,,1.2677,26.4362,172.38,10418945417,350.63,160.49,357
WOOF,WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,Specialty Retailers,United States,NASDAQ,,1.296,36.2988,8.68,1989640884,17.11,7.29,119
MCW,MCW,MISTER CAR WASH INC,Consumer Discretionary,Personal & Household Products & Services,United States,New York Stock Exchange Inc.,,1.243,28.7175,9.13,2816780296,12.575,7.8,38
INFA,INFA,INFORMATICA INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.551,0,18.32,5244451744,23.87,13.29,195
UWMC,UWMC,UWM HOLDINGS CORP CLASS A,Financials,Banking Services,United States,New York Stock Exchange Inc.,,0.978,69.4759,5.725,9132359700,6.3488,2.84,8268
AMBP,AMBP,ARDAGH METAL PACKAGING SA,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,,13.0792,3.575,2136380317,6.98,3.31,-390
UHAL,UHAL,U HAUL HOLDING,Industrials,Freight & Logistics Services,United States,New York Stock Exchange Inc.,,0.9895,1.5226,54.37,9698992000,70.57,45.9518,481
OLPX,OLPX,OLAPLEX HOLDINGS INC,Consumer Staples,Personal & Household Products & Services,United States,NASDAQ,,1.456,12.2009,3.7951,2483045883,18.2331,3.05,11
PLTK,PLTK,PLAYTIKA HOLDING CORP,Communication,Software & IT Services,United States,NASDAQ,,,15.8911,11.305,4134617217,13.96,7.81,395
PARAA,PARAA,PARAMOUNT GLOBAL CLASS A,Communication,Media & Publishing,United States,NASDAQ,,1.6729,18.5908,18.5,10357680000,30.83,16.06,-139
ARD,ARD,ARDAGH GROUP SA CLASS A,Materials,Metals & Mining,Luxembourg,New York Stock Exchange Inc.,,1.1248,,0.009,11789810,0.021,0.009,7552
FAU3,FAU3,S&P MID 400 EMINI SEP 23,Cash and/or Derivatives,Metals & Mining,--,Index And Options Market,,1.2972,1.58,0.0025,3629980,0.012,0.002,7552
